Index,Osoite,numero,postiosoite,X,Y
10660,Kaivurinkatu,6,53300,61.060595,28.265477
10661,Kuormaajankatu,1,53300,61.060102,28.266439
10662,Kaivurinkatu,14,53300,61.059657,28.263142
10663,Kuormaajankatu,7,53300,61.059657,28.263142
10664,Kaivurinkatu,14,53300,61.059409,28.263707
10665,Kuormaajankatu,7,53300,61.059409,28.263707
10666,Kaivurinkatu,14,53300,61.05955,28.263045
10667,Nosturinkatu,7,53300,61.059319,28.260831
10668,Pehtoorintie,18,53300,61.0755,28.286479
10669,Pehtoorintie,20,53300,61.075587,28.286779
10670,Pehtoorintie,22,53300,61.07571,28.287081
10671,Pehtoorintie,24,53300,61.075815,28.287345
10672,Pehtoorintie,26,53300,61.075937,28.287665
10673,Pehtoorintie,28,53300,61.076061,28.287874
10674,Pehtoorintie,30,53300,61.076166,28.288175
10675,Pehtoorintie,32,53300,61.076315,28.288533
10676,Pehtoorintie,13,53300,61.075254,28.28684
10677,Pehtoorintie,13,53300,61.075288,28.287045
10678,Pehtoorintie,15,53300,61.075332,28.28714
10679,Pehtoorintie,17,53300,61.0755,28.287425
10680,Pehtoorintie,19,53300,61.075614,28.287707
10681,Pehtoorintie,21,53300,61.075772,28.288103
10682,Patruunankatu,18,53300,61.075903,28.288405
10683,Pehtoorintie,23,53300,61.075903,28.288405
10684,Patruunankatu,16,53300,61.075827,28.288921
10685,Patruunankatu,14,53300,61.075653,28.289266
10686,Torpparintie,26,53300,61.075653,28.289266
10687,Torpparintie,24,53300,61.075477,28.288888
10688,Torpparintie,22,53300,61.075389,28.288644
10689,Torpparintie,20,53300,61.075249,28.288323
10690,Torpparintie,18,53300,61.075135,28.28804
10691,Torpparintie,16,53300,61.075003,28.287757
10692,Torpparintie,14,53300,61.074898,28.287456
10693,Torpparintie,13,53300,61.074723,28.287912
10694,Torpparintie,15,53300,61.074819,28.288138
10695,Torpparintie,17,53300,61.074942,28.288496
10696,Torpparintie,19,53300,61.075065,28.288705
10697,Torpparintie,21,53300,61.075189,28.288988
10698,Torpparintie,23,53300,61.075294,28.289251
10699,Patruunankatu,9,53300,61.076006,28.28991
10700,Patruunankatu,9,53300,61.075788,28.29018
10701,Patruunankatu,7,53300,61.075584,28.290802
10702,Patruunankatu,5,53300,61.075325,28.291588
10703,Patruunankatu,3a,53300,61.075034,28.292003
10704,Patruunankatu,3b,53300,61.075029,28.292577
10705,Patruunankatu,3c,53300,61.074896,28.292312
10706,Patruunankatu,1,53300,61.074573,28.293281
10707,Patruunankatu,1,53300,61.074871,28.293034
10708,Hovinkatu,6,53300,61.074925,28.294
10709,Hovinkatu,6,53300,61.074929,28.293592
10710,Hovinkatu,5,53300,61.074612,28.294821
10711,Hovinkatu,5,53300,61.074516,28.295447
10712,Hovinkatu,1,53300,61.073829,28.294085
10713,Hovinkatu,3,53300,61.074267,28.294325
10714,Hovinkatu,3,53300,61.074189,28.294025
10715,Läntinen Kanavatie,53,53300,61.073502,28.298223
10716,Ortamonraitti,4,53300,61.073317,28.295936
10717,Ortamonraitti,6,53300,61.07285,28.295954
10718,Pienpällinkatu,4,53300,61.07285,28.295954
10719,Pienpällinkatu,6,53300,61.072794,28.297119
10720,Isopällinkatu,4b,53300,61.072215,28.294742
10721,Pienpällinkatu,2,53300,61.072215,28.294742
10722,Isopällinkatu,4a,53300,61.072092,28.295423
10723,Isopällinkatu,4c,53300,61.072574,28.294775
10724,Isopällinkatu,4,53300,61.072382,28.295193
10725,Isopällinkatu,1,53300,61.073294,28.291765
10726,Isopällinkatu,3,53300,61.073211,28.292039
10727,Isopällinkatu,5,53300,61.073065,28.292237
10728,Isopällinkatu,7,53300,61.072964,28.292474
10729,Räihänkatu,8,53300,61.072798,28.292041
10730,Räihänkatu,6,53300,61.072916,28.291842
10731,Räihänkatu,4,53300,61.073026,28.291606
10732,Räihänkatu,2,53300,61.073145,28.291388
10733,Isopällinkatu,9,53300,61.072745,28.292854
10734,Isopällinkatu,11,53300,61.072653,28.29311
10735,Isopällinkatu,13,53300,61.072543,28.29331
10736,Kansolankatu,18,53300,61.072543,28.29331
10737,Kansolankatu,16,53300,61.072313,28.29293
10738,Räihänkatu,12,53300,61.072313,28.29293
10739,Räihänkatu,10,53300,61.072451,28.292676
10740,Räihänkatu,10,53300,61.072543,28.292438
10741,Räihänkatu,1,53300,61.072934,28.290972
10742,Räihänkatu,3,53300,61.072806,28.291207
10743,Räihänkatu,5,53300,61.072687,28.291425
10744,Räihänkatu,7,53300,61.072568,28.291717
10745,Tuomojankatu,6,53300,61.072502,28.291065
10746,Tuomojankatu,4,53300,61.07263,28.290848
10747,Tuomojankatu,2,53300,61.072786,28.290502
10748,Räihänkatu,9,53300,61.072385,28.292024
10749,Räihänkatu,11,53300,61.072257,28.292242
10750,Kansolankatu,14,53300,61.072129,28.292459
10751,Räihänkatu,13,53300,61.072129,28.292459
10752,Kansolankatu,12,53300,61.071944,28.292081
10753,Tuomojankatu,10,53300,61.072081,28.291882
10754,Tuomojankatu,8,53300,61.072209,28.291609
10755,Tuomojankatu,1,53300,61.072601,28.290124
10756,Tuomojankatu,3,53300,61.072463,28.290397
10757,Tuomojankatu,5,53300,61.072309,28.290594
10758,Tuomojankatu,7,53300,61.072189,28.290886
10759,Tuohimäenkatu,8,53300,61.072033,28.290323
10760,Tuohimäenkatu,6,53300,61.072152,28.290106
10761,Tuohimäenkatu,4,53300,61.072235,28.289868
10762,Tuohimäenkatu,4,53300,61.072369,28.289948
10763,Tuohimäenkatu,2,53300,61.07239,28.289634
10764,Tuomojankatu,9,53300,61.071998,28.291175
10765,Tuomojankatu,11,53300,61.071905,28.291504
10766,Tuomojankatu,11,53300,61.071934,28.291302
10767,Tuomojankatu,13,53300,61.071777,28.291759
10768,Tuomojankatu,13,53300,61.071753,28.291424
10769,Tuohimäenkatu,12,53300,61.071585,28.291195
10770,Tuohimäenkatu,12,53300,61.071745,28.291294
10771,Tuohimäenkatu,10,53300,61.071704,28.290977
10772,Soskuankatu,7,53300,61.071771,28.288589
10773,Soskuankatu,7,53300,61.071746,28.28844
10774,Soskuankatu,5,53300,61.071859,28.288797
10775,Soskuankatu,5,53300,61.071949,28.288745
10776,Soskuankatu,3,53300,61.072,28.289043
10777,Soskuankatu,1,53300,61.072097,28.289288
10778,Soskuankatu,1,53300,61.072224,28.289108
10779,Soskuankatu,8,53300,61.071617,28.288731
10780,Soskuankatu,6,53300,61.071731,28.289088
10781,Soskuankatu,4,53300,61.071836,28.289333
10782,Soskuankatu,2,53300,61.071951,28.289523
10783,Soskuankatu,2,53300,61.071922,28.289707
10784,Soskuankatu,16,53300,61.071695,28.290032
10785,Soskuankatu,14,53300,61.071608,28.28975
10786,Soskuankatu,12,53300,61.071484,28.289523
10787,Soskuankatu,10,53300,61.071397,28.289223
10788,Soskuankatu,17,53300,61.071267,28.289718
10789,Soskuankatu,19,53300,61.071434,28.290021
10790,Soskuankatu,21,53300,61.07153,28.290321
10791,Soskuankatu,21,53300,61.071478,28.290153
10792,Kansolankatu,6,53300,61.071356,28.290704
10793,Kansolankatu,4,53300,61.071198,28.290345
10794,Kansolankatu,2,53300,61.071075,28.290006
10795,Kansolankatu,1,53300,61.070943,28.290742
10796,Koskisenkatu,4,53300,61.070814,28.291052
10797,Koskisenkatu,6,53300,61.070614,28.291285
10798,Koskisenkatu,8,53300,61.070487,28.291484
10799,Koskisenkatu,10,53300,61.070376,28.291776
10800,Koskisenkatu,12,53300,61.070248,28.292011
10801,Koskisenkatu,12,53300,61.070319,28.292107
10802,Mesikämmenentie,13,53300,61.069473,28.288588
10803,Mesikämmenentie,15,53300,61.069696,28.288746
10804,Puolakatu,19,53810,61.045883,28.129339
10805,Puolakatu,21,53810,61.045843,28.129763
10806,Puolakatu,23,53810,61.045797,28.129928
10807,Puolakatu,15,53810,61.045874,28.128227
10808,Puolakatu,15,53810,61.045659,28.12822
10809,Honkakatu,3,53810,61.049737,28.136587
10810,Honkakatu,5,53810,61.049357,28.136944
10811,Honkakatu,5,53810,61.049395,28.136686
10812,Honkakatu,7,53810,61.048933,28.137114
10813,Katajakatu,18,53810,61.048832,28.136407
10814,Katajakatu,16,53810,61.048837,28.135703
10815,Katajakatu,14,53810,61.048591,28.135065
10816,Karankokatu,4a,53810,61.049239,28.13494
10817,Karankokatu,4b,53810,61.049056,28.135378
10818,Karankokatu,4c,53810,61.049413,28.135594
10819,Karankokatu,4d,53810,61.049193,28.136086
10820,Karankokatu,4,53810,61.049363,28.135166
10821,Katajakatu,12a,53810,61.048242,28.133904
10822,Katajakatu,10a,53810,61.048589,28.132139
10823,Karankokatu,5,53810,61.049302,28.132831
10824,Karankokatu,3,53810,61.049537,28.13371
10825,Katajakatu,12d,53810,61.048947,28.134429
10826,Katajakatu,12c,53810,61.04868,28.134086
10827,Katajakatu,12b,53810,61.048634,28.133159
10828,Honkakatu,4,53810,61.049976,28.136966
10829,Honkakatu,4,53810,61.050125,28.137416
10830,Honkakatu,6,53810,61.049827,28.137591
10831,Honkakatu,6,53810,61.049981,28.137485
10832,Honkakatu,12,53810,61.049103,28.138231
10833,Kuusitie,11,53810,61.049214,28.138976
10834,Kuusitie,11,53810,61.049287,28.138868
10835,Kuusitie,9,53810,61.049407,28.138409
10836,Kuusitie,3,53810,61.050329,28.137757
10837,Kuusitie,3,53810,61.050142,28.137565
10838,Kuusitie,3,53810,61.050332,28.137387
10839,Kuusitie,4,53810,61.050531,28.138283
10840,Kuusitie,6,53810,61.050304,28.138552
10841,Kuusitie,8,53810,61.050058,28.138914
10842,Kuusitie,10,53810,61.049807,28.13896
10843,Kuusitie,10,53810,61.049724,28.13918
10844,Kuusitie,12,53810,61.049445,28.139299
10845,Kuusitie,12,53810,61.049597,28.139286
10846,Petäjäkatu,9,53810,61.049664,28.139918
10847,Petäjäkatu,7,53810,61.04989,28.139741
10848,Petäjäkatu,5,53810,61.050125,28.139546
10849,Petäjäkatu,5,53810,61.050191,28.139196
10850,Petäjäkatu,3,53810,61.050441,28.139335
10851,Petäjäkatu,3,53810,61.050272,28.139125
10852,Petäjäkatu,2,53810,61.050672,28.139603
10853,Petäjäkatu,2,53810,61.050715,28.139845
10854,Petäjäkatu,4,53810,61.050428,28.139761
10855,Mesikämmenentie,15,53300,61.069909,28.28894
10856,Mesikämmenentie,17,53300,61.070005,28.289222
10857,Mesikämmenentie,19,53300,61.070147,28.289431
10858,Mesikämmenentie,21,53300,61.070298,28.28966
10859,Mesikämmenentie,23,53300,61.070448,28.289851
10860,Mesikämmenentie,23,53300,61.070446,28.290092
10861,Mesikämmenentie,25,53300,61.070715,28.290177
10862,Koskisenkatu,3,53300,61.070578,28.290412
10863,Koskisenkatu,5,53300,61.07045,28.290648
10864,Koskisenkatu,7,53300,61.070313,28.290884
10865,Suikinkatu,1,53300,61.070313,28.290884
10866,Suikinkatu,3,53300,61.070155,28.290525
10867,Suikinkatu,5,53300,61.070022,28.290297
10868,Suikinkatu,5,53300,61.070106,28.289949
10869,Suikinkatu,7,53300,61.06989,28.289977
10870,Suikinkatu,9,53300,61.06975,28.289656
10871,Suikinkatu,2,53300,61.07012,28.29132
10872,Suikinkatu,16,53300,61.069837,28.291809
10873,Suikinkatu,16,53300,61.069936,28.291758
10874,Suikinkatu,10,53300,61.069521,28.291037
10875,Suikinkatu,6,53300,61.069813,28.290585
10876,Suikinkatu,4,53300,61.069988,28.291074
10877,Suikinkatu,14,53300,61.069723,28.291508
10878,Suikinkatu,11,53300,61.069547,28.290204
10879,Suikinkatu,13,53300,61.069364,28.290548
10880,Suikinkatu,15,53300,61.069218,28.290802
10881,Suikinkatu,17,53300,61.069259,28.291267
10882,Suikinkatu,17,53300,61.069193,28.291579
10883,Suikinkatu,19,53300,61.06939,28.291587
10884,Suikinkatu,21,53300,61.069522,28.291852
10885,Suikinkatu,23,53300,61.069618,28.292171
10886,Koskisenkatu,15,53300,61.069409,28.292441
10887,Koskisenkatu,17,53300,61.069169,28.292153
10888,Koskisenkatu,19,53300,61.069038,28.291832
10889,Koskisenkatu,21,53300,61.068961,28.291384
10890,Koskisenkatu,23,53300,61.068885,28.290862
10891,Koskisenkatu,25,53300,61.069033,28.290424
10892,Koskisenkatu,27,53300,61.069189,28.290115
10893,Koskisenkatu,29,53300,61.069355,28.289677
10894,Koskisenkatu,28,53300,61.068968,28.289717
10895,Koskisenkatu,26,53300,61.06883,28.2901
10896,Koskisenkatu,24,53300,61.068665,28.290446
10897,Koskisenkatu,22,53300,61.068545,28.290756
10898,Uutelankatu,1,53300,61.068407,28.291084
10899,Uutelankatu,1,53300,61.068219,28.291021
10900,Lietjärvenkatu,8,53300,61.071897,28.297083
10901,Lietjärvenkatu,6,53300,61.071765,28.296707
10902,Lietjärvenkatu,6,53300,61.07191,28.29662
10903,Lietjärvenkatu,4,53300,61.071643,28.296386
10904,Lietjärvenkatu,2,53300,61.071493,28.296047
10905,Lietjärvenkatu,16,53300,61.072512,28.298405
10906,Lietjärvenkatu,14,53300,61.072372,28.298084
10907,Lietjärvenkatu,12,53300,61.072248,28.297838
10908,Lietjärvenkatu,11,53300,61.071977,28.298013
10909,Rättijärvenkatu,24,53300,61.072063,28.299332
10910,Lietjärvenkatu,13,53300,61.072127,28.298352
10911,Lietjärvenkatu,15,53300,61.072302,28.298767
10912,Rättijärvenkatu,22,53300,61.071949,28.299049
10913,Rättijärvenkatu,22,53300,61.071835,28.298859
10914,Rättijärvenkatu,20,53300,61.071703,28.298557
10915,Lietjärvenkatu,1,53300,61.071292,28.296465
10916,Lietjärvenkatu,3,53300,61.071388,28.29671
10917,Rättijärvenkatu,14,53300,61.071246,28.297464
10918,Rättijärvenkatu,12,53300,61.071141,28.297219
10919,Rättijärvenkatu,10,53300,61.071027,28.296973
10920,Rättijärvenkatu,16,53300,61.071352,28.29769
10921,Rättijärvenkatu,18,53300,61.071527,28.298179
10922,Lietjärvenkatu,5,53300,61.071547,28.29705
10923,Lietjärvenkatu,7,53300,61.071713,28.297446
10924,Rättijärvenkatu,8,53300,61.070825,28.296483
10925,Rättijärvenkatu,8,53300,61.070997,28.296267
10926,Rättijärvenkatu,6,53300,61.070693,28.296218
10927,Rättijärvenkatu,4,53300,61.07057,28.295916
10928,Rättijärvenkatu,2,53300,61.070447,28.295615
10929,Läppäkatu,1,53300,61.070128,28.295157
10930,Läppäkatu,3,53300,61.070019,28.295338
10931,Läppäkatu,3,53300,61.069959,28.295002
10932,Läppäkatu,5,53300,61.069863,28.295647
10933,Läppäkatu,7,53300,61.069753,28.295864
10934,Rättijärvenkatu,7,53300,61.070614,28.296882
10935,Rättijärvenkatu,7,53300,61.070522,28.297156
10936,Rättijärvenkatu,5,53300,61.0705,28.296618
10937,Rättijärvenkatu,3,53300,61.07036,28.296278
10938,Läppäkatu,2,53300,61.070148,28.295862
10939,Läppäkatu,4,53300,61.07003,28.29608
10940,Läppäkatu,6,53300,61.069883,28.296389
10941,Särkijärvenkatu,4,53300,61.070076,28.296878
10942,Särkijärvenkatu,6,53300,61.070198,28.297198
10943,Särkijärvenkatu,8,53300,61.070286,28.297387
10944,Särkijärvenkatu,11,53300,61.070112,28.297807
10945,Särkijärvenkatu,11,53300,61.069974,28.298116
10946,Särkijärvenkatu,9,53300,61.069971,28.297523
10947,Särkijärvenkatu,7,53300,61.069865,28.297278
10948,Särkijärvenkatu,5,53300,61.069751,28.296995
10949,Särkijärvenkatu,3,53300,61.069637,28.296731
10950,Särkijärvenkatu,1,53300,61.069523,28.296467
10951,Rättijärvenkatu,9,53300,61.070826,28.297317
10952,Rättijärvenkatu,11,53300,61.070922,28.297543
10953,Rättijärvenkatu,13,53300,61.071045,28.297826
10954,Rättijärvenkatu,15,53300,61.071151,28.298071
10955,Rättijärvenkatu,17,53300,61.071239,28.298279
10956,Särkijärvenkatu,18,53300,61.070955,28.298842
10957,Särkijärvenkatu,16,53300,61.070858,28.298615
10958,Särkijärvenkatu,14,53300,61.070743,28.298407
10959,Särkijärvenkatu,12,53300,61.070638,28.298143
10960,Särkijärvenkatu,10,53300,61.070524,28.297879
10961,Rättijärvenkatu,19,53300,61.071528,28.298958
10962,Rättijärvenkatu,21,53300,61.071625,28.299166
10963,Rättijärvenkatu,23,53300,61.071739,28.299411
10964,Rättijärvenkatu,23,53300,61.071613,28.299517
10965,Rättijärvenkatu,25,53300,61.071836,28.299656
10966,Särkijärvenkatu,24,53300,61.07157,28.300238
10967,Särkijärvenkatu,22,53300,61.071447,28.299992
10968,Särkijärvenkatu,20,53300,61.071351,28.299692
10969,Linnansalmenkatu,2,53300,61.070893,28.299636
10970,Särkijärvenkatu,15,53300,61.071114,28.300071
10971,Särkijärvenkatu,17,53300,61.071228,28.300354
10972,Särkijärvenkatu,19,53300,61.071359,28.300656
10973,Särkijärvenkatu,19,53300,61.071205,28.300854
10974,Linnansalmenkatu,12,53300,61.071094,28.301164
10975,Linnansalmenkatu,10,53300,61.070926,28.300935
10976,Linnansalmenkatu,8,53300,61.070803,28.300652
10977,Linnansalmenkatu,6,53300,61.070636,28.300237
10978,Linnansalmenkatu,4,53300,61.070756,28.299909
10979,Linnansalmenkatu,7,53300,61.0707,28.301111
10980,Linnansalmenkatu,9,53300,61.070814,28.301375
10981,Linnansalmenkatu,11,53300,61.070954,28.301714
10982,Linnansalmenkatu,11,53300,61.070756,28.301817
10983,Linnansalmenkatu,1,53300,61.070339,28.300318
10984,Linnansalmenkatu,5,53300,61.070568,28.300827
10985,Juustilankatu,6,53300,61.071957,28.300125
10986,Juustilankatu,6,53300,61.072008,28.300405
10987,Juustilankatu,8,53300,61.071737,28.30056
10988,Juustilankatu,8,53300,61.071944,28.300532
10989,Juustilankatu,4,53300,61.072558,28.299278
10990,Juustilankatu,4,53300,61.072464,28.299682
10991,Juustilankatu,4,53300,61.072247,28.299858
10992,Juustilankatu,4,53300,61.072367,28.299493
10993,Isopällinkatu,15,53300,61.071987,28.294232
10994,Kansolankatu,7,53300,61.071987,28.294232
10995,Isopällinkatu,15,53300,61.07212,28.293422
10996,Kansolankatu,7,53300,61.07212,28.293422
10997,Isopällinkatu,15,53300,61.071874,28.293764
10998,Kansolankatu,7,53300,61.071874,28.293764
10999,Kansolankatu,5,53300,61.071506,28.292897
11000,Kansolankatu,3,53300,61.071317,28.291981
11001,Kansolankatu,3,53300,61.071175,28.292716
11002,Kansolankatu,3,53300,61.071429,28.29243
11003,Koskisenkatu,14,53300,61.070028,28.292484
11004,Koskisenkatu,16,53300,61.069853,28.292977
11005,Koskisenkatu,16,53300,61.0697,28.29299
11006,Maijankatu,2,53300,61.071246,28.267181
11007,Maijankatu,16,53300,61.073262,28.270523
11008,Maijankatu,16,53300,61.073203,28.270187
11009,Maijankatu,14,53300,61.073034,28.269977
11010,Maijankatu,4,53300,61.071539,28.267563
11011,Maijankatu,10,53300,61.072433,28.269007
11012,Matinkatu,2,53300,61.070824,28.268239
11013,Matinkatu,4,53300,61.070982,28.268542
11014,Matinkatu,4,53300,61.071111,28.268213
11015,Petäjäkatu,4,53810,61.050461,28.140169
11016,Petäjäkatu,6,53810,61.050247,28.139939
11017,Petäjäkatu,6,53810,61.050362,28.140221
11018,Petäjäkatu,8,53810,61.050003,28.140134
11019,Petäjäkatu,8,53810,61.049946,28.140577
11020,Petäjäkatu,10,53810,61.049676,28.140604
11021,Närekatu,9,53810,61.04984,28.141369
11022,Närekatu,9,53810,61.049939,28.141354
11023,Närekatu,5,53810,61.050454,28.140984
11024,Närekatu,5,53810,61.050395,28.140537
11025,Närekatu,5,53810,61.050319,28.141035
11026,Närekatu,1,53810,61.050861,28.140647
11027,Närekatu,1,53810,61.050873,28.140314
11028,Närekatu,8,53810,61.05032,28.141979
11029,Närekatu,8,53810,61.050288,28.141515
11030,Honkakatu,14,53810,61.04869,28.138309
11031,Honkakatu,22,53810,61.047848,28.139112
11032,Honkakatu,22,53810,61.047899,28.139503
11033,Honkakatu,26,53810,61.047477,28.139469
11034,Honkakatu,28,53810,61.047269,28.139629
11035,Kuusitie,27,53810,61.047459,28.140469
11036,Kuusitie,17,53810,61.048544,28.139637
11037,Kuusitie,15,53810,61.048788,28.139405
11038,Kuusitie,15,53810,61.048719,28.139051
11039,Katajakatu,25,53810,61.048899,28.139076
11040,Katajakatu,19,53810,61.04835,28.137075
11041,Katajakatu,19,53810,61.048154,28.135883
11042,Katajakatu,19,53810,61.048058,28.13662
11043,Katajakatu,19,53810,61.048265,28.136479
11044,Honkakatu,9,53810,61.048478,28.137839
11045,Honkakatu,9,53810,61.048155,28.137846
11046,Juurakkokatu,4,53810,61.047774,28.136147
11047,Juurakkokatu,4,53810,61.04766,28.136939
11048,Juurakkokatu,4,53810,61.047961,28.137376
11049,Honkakatu,15,53810,61.047556,28.13862
11050,Honkakatu,15a,53810,61.04732,28.138908
11051,Juurakkokatu,6,53810,61.047322,28.136501
11052,Juurakkokatu,6,53810,61.047253,28.137258
11053,Juurakkokatu,6,53810,61.047537,28.137694
11054,Juurakkokatu,6,53810,61.047452,28.137098
11055,Juurakkokatu,3,53810,61.047601,28.1354
11056,Juurakkokatu,1,53810,61.048008,28.134988
11057,Katajakatu,9,53810,61.047485,28.132081
11058,Katajakatu,9,53810,61.047072,28.13214
11059,Katajakatu,11,53810,61.047605,28.132733
11060,Katajakatu,11,53810,61.047174,28.132792
11061,Katajakatu,13,53810,61.047653,28.133531
11062,Katajakatu,13,53810,61.047293,28.133592
11063,Katajakatu,15,53810,61.0477,28.134292
11064,Katajakatu,15,53810,61.047277,28.134388
11065,Puolakatu,32,53810,61.046167,28.135052
11066,Nurmelanraitti,3,53810,61.046553,28.135066
11067,Puolakatu,24a,53810,61.046188,28.132572
11068,Puolakatu,28a,53810,61.046591,28.133734
11069,Puolakatu,28a,53810,61.046457,28.133711
11070,Puolakatu,26a,53810,61.046595,28.133308
11071,Puolakatu,26a,53810,61.046642,28.132995
11072,Puolakatu,36,53810,61.046583,28.135845
11073,Puolakatu,34,53810,61.046163,28.135534
11074,Puolakatu,40,53810,61.046164,28.136478
11075,Puolakatu,38,53810,61.046568,28.136529
11076,Puolakatu,42,53810,61.046562,28.137214
11077,Puolakatu,42,53810,61.04661,28.136846
11078,Puolakatu,44,53810,61.046145,28.137755
11079,Puolakatu,44,53810,61.046432,28.137784
11080,Puolakatu,46,53810,61.046292,28.138353
11081,Puolakatu,46,53810,61.046624,28.138383
11082,Honkakatu,17,53810,61.046602,28.138845
11083,Honkakatu,32,53810,61.046604,28.139716
11084,Honkakatu,32,53810,61.046597,28.140512
11085,Honkakatu,34,53810,61.046398,28.139616
11086,Honkakatu,34,53810,61.046421,28.14008
11087,Puolakatu,25,53810,61.045503,28.131825
11088,Puolakatu,25,53810,61.045664,28.131905
11089,Puolakatu,27,53810,61.0455,28.132195
11090,Puolakatu,27,53810,61.045513,28.132714
11091,Puolakatu,31,53810,61.045911,28.133488
11092,Puolakatu,39,53810,61.045875,28.135616
11093,Puolakatu,39,53810,61.045579,28.135642
11094,Puolakatu,47,53810,61.045904,28.137506
11095,Puolakatu,51,53810,61.045907,28.138247
11096,Puolakatu,51,53810,61.045735,28.138463
11097,Puolakatu,53,53810,61.045912,28.13871
11098,Puolakatu,53,53810,61.045725,28.138573
11099,Tuomikatu,8,53810,61.045669,28.123757
11100,Tuomikatu,8,53810,61.045628,28.12433
11101,Tuomikatu,14,53810,61.045009,28.123289
11102,Paatsamakatu,2,53810,61.043165,28.122576
11103,Paatsamakatu,2,53810,61.043569,28.122609
11104,Paatsamakatu,4,53810,61.043778,28.125449
11105,Paatsamakatu,16,53810,61.044565,28.129051
11106,Paatsamakatu,12,53810,61.04445,28.127788
11107,Paatsamakatu,14,53810,61.044337,28.128432
11108,Paatsamakatu,6,53810,61.043963,28.125882
11109,Paatsamakatu,8,53810,61.044076,28.126404
11110,Paatsamakatu,8,53810,61.044375,28.126007
11111,Paatsamakatu,8,53810,61.044663,28.125944
11112,Paatsamakatu,10,53810,61.044314,28.126876
11113,Puolakatu,2,53810,61.047948,28.125042
11114,Puolakatu,2,53810,61.047979,28.125598
11115,Puolakatu,2,53810,61.047728,28.125552
11116,Puolakatu,2,53810,61.0476,28.124751
11117,Puolakatu,2,53810,61.047728,28.124534
11118,Katajakatu,2,53810,61.047426,28.125171
11119,Katajakatu,2,53810,61.047538,28.125768
11120,Katajakatu,2,53810,61.047192,28.1252
11121,Katajakatu,2,53810,61.04725,28.125887
11122,Katajakatu,4a,53810,61.047431,28.126746
11123,Katajakatu,4b,53810,61.047912,28.126114
11124,Katajakatu,4c,53810,61.047614,28.126363
11125,Katajakatu,4d,53810,61.047638,28.126716
11126,Katajakatu,4e,53810,61.048044,28.126397
11127,Katajakatu,4f,53810,61.04819,28.12618
11128,Raitakatu,2,53810,61.047632,28.127456
11129,Raitakatu,2,53810,61.047966,28.127209
11130,Raitakatu,2,53810,61.048255,28.12696
11131,Raitakatu,2,53810,61.048402,28.127724
11132,Raitakatu,2,53810,61.04853,28.12847
11133,Raitakatu,2,53810,61.048667,28.129215
11134,Närekatu,2,53810,61.051056,28.140968
11135,Punkkerikatu,1,53850,61.060619,28.101981
11136,Punkkerikatu,1,53850,61.06103,28.102162
11137,Lampisuonkatu,9,53850,61.059832,28.09936
11138,Lampisuonkatu,11,53850,61.059577,28.099777
11139,Lampisuonkatu,7,53850,61.060006,28.099996
11140,Lampisuonkatu,7,53850,61.060162,28.100705
11141,Lampisuonkatu,7,53850,61.059985,28.100458
11142,Lampisuonkatu,5,53850,61.059725,28.100375
11143,Lampisuonkatu,3,53850,61.059874,28.100788
11144,Lampisuonkatu,1,53850,61.059959,28.101347
11145,Punkkerikatu,2,53850,61.059984,28.1027
11146,Punkkerikatu,2,53850,61.059692,28.102227
11147,Punkkerikatu,4,53850,61.059481,28.10272
11148,Skinnarilankatu,18,53850,61.059481,28.10272
11149,Punkkerikatu,6,53850,61.058943,28.102608
11150,Punkkerikatu,6,53850,61.059039,28.101908
11151,Punkkerikatu,8,53850,61.058487,28.102389
11152,Linnunrata,1,53850,61.058595,28.103522
11153,Punkkerikatu,5,53850,61.059099,28.101187
11154,Punkkerikatu,5,53850,61.059283,28.100638
11155,Punkkerikatu,7,53850,61.058534,28.101093
11156,Punkkerikatu,7,53850,61.058543,28.099982
11157,Punkkerikatu,9,53850,61.058081,28.100503
11158,Punkkerikatu,11,53850,61.057805,28.101235
11159,Linnunrata,4,53850,61.057409,28.102481
11160,Ostosraitti,1,53850,61.057409,28.102481
11161,Kaartinkatu,5,53850,61.056883,28.103148
11162,Ostosraitti,3,53850,61.056883,28.103148
11163,Kaartinkatu,5,53850,61.056919,28.104168
11164,Ostosraitti,3,53850,61.056919,28.104168
11165,Kaartinkatu,1,53850,61.056652,28.106104
11166,Ostosraitti,2,53850,61.057246,28.103716
11167,Kierniemenraitti,7,53850,61.055271,28.102684
11168,Kaartinkatu,8,53850,61.055906,28.102929
11169,Kaartinkatu,8,53850,61.055589,28.102177
11170,Kaartinkatu,6,53850,61.055923,28.104207
11171,Kaartinkatu,6,53850,61.055576,28.104881
11172,Ruotsalaisenraitti,7,53850,61.055675,28.105922
11173,Kaartinkatu,2,53850,61.056001,28.106637
11174,Matinkatu,6,53300,61.07115,28.268845
11175,Maijankatu,5,53300,61.071288,28.26848
11176,Matinkatu,8,53300,61.071309,28.269111
11177,Matinkatu,8,53300,61.071509,28.268896
11178,Maijankatu,9,53300,61.071706,28.268978
11179,Maijankatu,9,53300,61.071535,28.26899
11180,Maijankatu,11,53300,61.071963,28.269322
11181,Maijankatu,11,53300,61.071898,28.269542
11182,Maijankatu,13,53300,61.072158,28.269571
11183,Maijankatu,13,53300,61.072048,28.269807
11184,Maijankatu,15,53300,61.072308,28.269855
11185,Maijankatu,15,53300,61.072322,28.270245
