Index,Osoite,numero,postiosoite,X,Y
1,Mikkelintie,354,53830,61.052561,28.008279
2,Mikkelintie,354,53830,61.052472,28.008091
3,Mikkelintie,354,53830,61.052404,28.00883
4,Mikkelintie,364,53830,61.053223,28.006078
5,Mikkelintie,348,53830,61.052873,28.006122
6,Mikkelintie,348,53830,61.052604,28.006077
7,Mikkelintie,350,53830,61.052031,28.008299
8,Kärentie,310,53850,61.044707,27.995827
9,Kärentie,310,53850,61.044533,27.995044
10,Kärentie,310,53850,61.044548,27.995452
11,Kärentie,310,53850,61.043886,27.995079
12,Kärentie,373,53850,61.046131,28.001186
13,Kärentie,373,53850,61.0464,28.001158
14,Hämeenlahdentie,153,53830,61.063044,28.025454
15,Hämeenlahdentie,153,53830,61.063189,28.025218
16,Hämeenlahdentie,152,53830,61.063493,28.025487
17,Kärentie,340,53850,61.047337,27.998299
18,Kärentie,340,53850,61.047592,27.997825
19,Hämeenlahdentie,139,53830,61.062266,28.023835
20,Hämeenlahdentie,139,53830,61.06217,28.023425
21,Hämeenlahdentie,53,53830,61.059151,28.029718
22,Hämeenlahdentie,53,53830,61.059468,28.029377
23,Mikkelintie,323,53830,61.050752,28.016
24,Mikkelintie,321,53830,61.050424,28.016656
25,Hämeenlahdentie,55,53830,61.059888,28.028409
26,Hämeenlahdentie,55,53830,61.059928,28.028984
27,Kärentie,371,53850,61.04756,28.002176
28,Kärentie,371,53850,61.047429,28.00295
29,Hämeenlahdentie,97,53830,61.061058,28.026872
30,Hämeenlahdentie,99,53830,61.060938,28.027275
31,Hämeenlahdentie,95,53830,61.060719,28.025397
32,Kärentie,341,53850,61.046969,27.999583
33,Kärentie,251,53850,61.041616,27.997341
34,Kärentie,289,53850,61.044311,27.998352
35,Kärentie,289,53850,61.044245,27.998812
36,Kärentie,281,53850,61.04375,27.997723
37,Kärentie,281,53850,61.04401,27.997861
38,Kärentie,281,53850,61.043979,27.998286
39,Kärentie,269,53850,61.043002,27.996885
40,Kärentie,269,53850,61.042946,27.997253
41,Kärentie,221,53850,61.04082,28.000575
42,Kärentie,221,53850,61.040627,28.001161
43,Kärentie,170,53850,61.035394,27.999719
44,Kärentie,232,53850,61.039684,27.997577
45,Kärentie,232,53850,61.039632,27.998464
46,Kärentie,240,53850,61.040362,27.997006
47,Kärentie,232,53850,61.040078,27.995275
48,Kärentie,228,53850,61.035877,27.998734
49,Kärentie,226,53850,61.039831,27.999488
50,Kärentie,232,53850,61.039871,27.995287
51,Kärentie,232,53850,61.040021,27.998087
52,Kärentie,232,53850,61.039942,27.997844
53,Kärentie,232,53850,61.039899,27.998861
54,Kärentie,240,53850,61.041222,27.995977
55,Kärentie,240,53850,61.040927,27.995764
56,Kärentie,240,53850,61.040936,27.997042
57,Kärentie,240,53850,61.040599,27.996458
58,Kärentie,240,53850,61.040582,27.997568
59,Kärentie,250,53850,61.040841,27.994077
60,Kärentie,248,53850,61.040655,27.99496
61,Kärentie,248,53850,61.04046,27.994583
62,Kärentie,280,53850,61.043845,27.997004
63,Kärentie,280,53850,61.043883,27.99669
64,Kärentie,260,53850,61.04261,27.995317
65,Kärentie,260,53850,61.042866,27.995807
66,Rehvalahdentie,152,53830,61.063916,28.021684
67,Rehvalahdentie,152,53830,61.063984,28.021019
68,Rehvalahdentie,138,53830,61.062923,28.020058
69,Rehvalahdentie,113,53830,61.060688,28.020042
70,Rehvalahdentie,113,53830,61.060779,28.019841
71,Rehvalahdentie,104,53830,61.060648,28.018114
72,Rehvalahdentie,106,53830,61.060111,28.01667
73,Kähönsalmentie,107,53830,61.068535,28.00686
74,Kähönsalmentie,175,53830,61.072061,28.008399
75,Kähönsalmentie,175,53830,61.072027,28.008101
76,Kähönsalmentie,161,53830,61.070902,28.007343
77,Mikkelintie,454,53830,61.059608,27.995109
78,Kähönsalmentie,151,53830,61.070592,28.006684
79,Kähönsalmentie,151,53830,61.070627,28.006815
80,Kärentie,340,53850,61.048636,27.998765
81,Kärentie,291,53850,61.045509,27.997815
82,Kärentie,291,53850,61.045331,27.997662
83,Mikkelintie,421,53830,61.058337,28.001794
84,Vehkataipaleentie,690,53300,61.110245,28.238718
85,Vehkataipaleentie,690,53300,61.110476,28.239024
86,Kahilantie,41,53300,61.104152,28.242246
87,Kahilantie,41,53300,61.104156,28.241838
88,Kahilantie,11,53300,61.105937,28.237529
89,Kahilantie,7,53300,61.106717,28.237763
90,Kahilantie,5,53300,61.106849,28.238047
91,Kahilantie,5,53300,61.107108,28.23815
92,Nukkumalahdentie,26,53300,61.107856,28.238829
93,Nukkumalahdentie,26,53300,61.107885,28.238607
94,Nukkumalahdentie,34,53300,61.108242,28.237823
95,Sudensalmentie,26,53300,61.109211,28.24866
96,Sudensalmentie,22,53300,61.109441,28.249022
97,Salmenrannantie,53,53300,61.110823,28.250134
98,Salmenrannantie,53,53300,61.110966,28.25014
99,Salmenrannantie,53,53300,61.110764,28.250633
100,Salmenrannantie,51,53300,61.110573,28.249939
101,Salmenrannantie,51,53300,61.110429,28.250044
102,Nukkumalahdentie,42,53300,61.109029,28.237204
103,Nukkumalahdentie,42,53300,61.108969,28.236942
104,Nukkumalahdentie,38,53300,61.108434,28.237497
105,Nukkumalahdentie,38,53300,61.108621,28.237652
106,Kahilantie,33,53300,61.104337,28.24075
107,Kahilantie,33,53300,61.104397,28.241012
108,Vehkataipaleentie,612,53300,61.104261,28.244142
109,Vehkataipaleentie,612,53300,61.104231,28.244475
110,Vehkataipaleentie,669,53300,61.109157,28.24183
111,Kahilantie,21,53300,61.105337,28.239324
112,Kahilantie,21,53300,61.105464,28.239217
113,Salmenrannantie,59,53300,61.111084,28.251981
114,Salmenrannantie,49,53300,61.111021,28.249121
115,Nukkumalahdentie,49,53300,61.109563,28.237763
116,Nukkumalahdentie,35,53300,61.109423,28.238296
117,Nukkumalahdentie,35,53300,61.109304,28.238607
118,Kahilantie,25,53300,61.104785,28.23984
119,Kahilantie,29,53300,61.104576,28.240073
120,Kahilantie,33,53300,61.10456,28.240889
121,Sudensalmentie,20,53300,61.109904,28.249522
122,Sudensalmentie,38,53300,61.108207,28.247489
123,Salmenrannantie,55,53300,61.110768,28.251245
124,Salmenrannantie,55,53300,61.110929,28.25127
125,Sudensalmentie,30,53300,61.108891,28.248351
126,Kahilantie,35,53300,61.104349,28.2414
127,Kahilantie,35,53300,61.104395,28.241216
128,Kahilantie,35,53300,61.10449,28.241702
129,Vehkataipaleentie,678,53300,61.109939,28.239875
130,Vehkataipaleentie,678,53300,61.110132,28.240328
131,Vehkataipaleentie,678,53300,61.109717,28.239606
132,Kahilantie,15,53300,61.106044,28.239574
133,Kahilantie,15,53300,61.105796,28.23923
134,Vehkataipaleentie,616,53300,61.104481,28.243557
135,Vehkataipaleentie,616,53300,61.104098,28.243301
136,Vehkataipaleentie,616,53300,61.10426,28.243215
137,Salmenrannantie,21,53300,61.110738,28.244731
138,Salmenrannantie,21,53300,61.110556,28.244983
139,Salmenrannantie,1,53300,61.110258,28.241223
140,Salmenrannantie,1,53300,61.110539,28.241012
141,Sudensalmentie,45,53300,61.107826,28.246008
142,Sudensalmentie,45,53300,61.108061,28.24585
143,Nukkumalahdentie,13,53300,61.107218,28.240882
144,Nukkumalahdentie,13,53300,61.107015,28.240465
145,Ravelintie,51,53300,61.115546,28.262662
146,Ravelintie,51,53300,61.115503,28.262419
147,Ravelintie,7,53300,61.112221,28.25429
148,Ravelintie,7,53300,61.112495,28.253744
149,Ravelintie,29,53300,61.113472,28.256864
150,Ravelintie,29,53300,61.113422,28.257381
151,Ravelintie,29,53300,61.113874,28.257121
152,Ravelintie,25,53300,61.112645,28.256014
153,Ravelintie,27,53300,61.11288,28.256747
154,Ravelintie,27,53300,61.112497,28.256491
155,Ravelintie,25,53300,61.112851,28.256097
156,Ravelintie,37,53300,61.113588,28.258891
157,Salmenrannantie,147,53300,61.117124,28.260034
158,Salmenrannantie,147,53300,61.117033,28.261125
159,Nukkumalahdentie,24,53300,61.107406,28.238013
160,Nukkumalahdentie,24,53300,61.107461,28.238776
161,Nukkumalahdentie,46,53300,61.109344,28.237105
162,Nukkumalahdentie,46,53300,61.109487,28.237204
163,Nukkumalahdentie,46,53300,61.109468,28.237333
164,Vehkataipaleentie,639,53300,61.106585,28.244271
165,Vehkataipaleentie,613,53300,61.104686,28.244734
166,Vehkataipaleentie,619,53300,61.105022,28.244321
167,Vehkataipaleentie,641,53300,61.107747,28.242832
168,Vehkataipaleentie,639,53300,61.106726,28.243627
169,Vehkataipaleentie,639,53300,61.106906,28.24356
170,Vehkataipaleentie,691,53300,61.111115,28.240812
171,Vehkataipaleentie,691,53300,61.111339,28.240858
172,Ravelintie,53,53300,61.115198,28.263428
173,Ravelintie,47,53300,61.114333,28.260814
174,Salmenrannantie,141,53300,61.116844,28.258315
175,Salmenrannantie,141,53300,61.116625,28.258678
176,Salmenrannantie,60,53300,61.112288,28.249951
177,Salmenrannantie,142,53300,61.117223,28.255157
178,Salmenrannantie,142,53300,61.117272,28.255715
179,Salmenrannantie,142,53300,61.117302,28.255345
180,Salmenrannantie,142,53300,61.117244,28.25577
181,Salmenrannantie,161,53300,61.119009,28.257176
182,Salmenrannantie,161,53300,61.118796,28.256871
183,Salmenrannantie,161,53300,61.118435,28.257116
184,Salmenrannantie,161,53300,61.118248,28.256905
185,Salmenrannantie,56,53300,61.111754,28.24941
186,Laivatie,55,53300,61.029887,28.417324
187,Laivatie,55,53300,61.029738,28.417781
188,Lempiäläntie,112,53300,61.029077,28.405406
189,Laivatie,49,53300,61.03018,28.416782
190,Laivatie,49,53300,61.030485,28.415889
191,Laivatie,26,53300,61.031285,28.413259
192,Laivatie,26,53300,61.031234,28.413016
193,Sunintie,123,53300,61.038004,28.385305
194,Sunintie,123,53300,61.038081,28.385642
195,Sunintie,123,53300,61.037911,28.385653
196,Sunintie,121,53300,61.03822,28.385278
197,Sunintie,151,53300,61.036542,28.38863
198,Sunintie,151,53300,61.036367,28.386456
199,Sunintie,151,53300,61.036493,28.387332
200,Sunintie,151,53300,61.036234,28.387135
201,Sunintie,69,53300,61.036055,28.378315
202,Sunintie,69,53300,61.035899,28.378679
203,Sunintie,43,53300,61.034175,28.376012
204,Sunintie,43,53300,61.034607,28.375901
205,Sunintie,43,53300,61.034704,28.376128
206,Sunintie,4,53300,61.035475,28.368312
207,Sunintie,41,53300,61.034121,28.375121
208,Hölsäntie,21,53300,61.039048,28.334251
209,Hölsäntie,23,53300,61.038759,28.333498
210,Hölsäntie,58,53300,61.035888,28.340523
211,Hölsäntie,58,53300,61.036202,28.340574
212,Hölsäntie,58,53300,61.03593,28.340858
213,Hölsäntie,58,53300,61.036356,28.340432
214,Jahmantie,308,53300,61.029083,28.344067
215,Jahmantie,308,53300,61.029314,28.344244
216,Lähteeläntie,17,53300,61.038221,28.334327
217,Lähteeläntie,29,53300,61.037151,28.335448
218,Hölsäntie,72,53300,61.03433,28.339143
219,Hölsäntie,72,53300,61.034568,28.33869
220,Hölsäntie,72,53300,61.03465,28.339545
221,Hölsäntie,75,53300,61.035029,28.337525
222,Hölsäntie,66,53300,61.035151,28.339678
223,Hölsäntie,66,53300,61.035347,28.339871
224,Hölsäntie,66,53300,61.034998,28.339782
225,Hölsäntie,70,53300,61.033715,28.342338
226,Hölsäntie,70,53300,61.033628,28.342945
227,Martinpellontie,305,54260,60.996084,28.361939
228,Martinpellontie,305,54260,60.995925,28.361692
229,Martinpellontie,305,54260,60.995973,28.361361
230,Martinpellontie,332,54260,60.996965,28.366303
231,Martinpellontie,332,54260,60.996796,28.366167
232,Martinpellontie,332,54260,60.996838,28.366483
233,Martinpellontie,365,54260,60.999406,28.369108
234,Martinpellontie,365,54260,60.999717,28.369399
235,Martinpellontie,364,54260,61.000455,28.365677
236,Martinpellontie,253,54260,60.996578,28.351236
237,Martinpellontie,253,54260,60.996299,28.351317
238,Martinpellontie,253,54260,60.996335,28.352169
239,Martinpellontie,253,54260,60.995693,28.351753
240,Martinpellontie,253,54260,60.996097,28.351715
241,Martinpellontie,253,54260,60.996067,28.352083
242,Karhusjärventie,19,53300,61.033721,28.363238
243,Nuijamaantie,650,53300,61.031383,28.387386
244,Nuijamaantie,650,53300,61.031687,28.387529
245,Karhusjärventie,48,53300,61.031641,28.370072
246,Karhusjärventie,35,53300,61.031211,28.367295
247,Karhusjärventie,35,53300,61.030981,28.369636
248,Karhusjärventie,59,53300,61.030528,28.370912
249,Karhusjärventie,59,53300,61.030696,28.370271
250,Karhusjärventie,23,53300,61.032513,28.363723
251,Martinpellontie,655,53300,61.024031,28.373093
252,Martinpellontie,655,53300,61.024028,28.373463
253,Martinpellontie,655,53300,61.023825,28.373066
254,Martinpellontie,655,53300,61.024116,28.373559
255,Martinpellontie,655,53300,61.024157,28.372266
256,Hopiamäentie,25,54300,61.024919,28.11836
257,Martinpellontie,655,53300,61.024033,28.372038
258,Martinpellontie,688,53300,61.025956,28.366625
259,Martinpellontie,673,53300,61.02547,28.373747
260,Martinpellontie,673,53300,61.025481,28.37447
261,Martinpellontie,673,53300,61.025195,28.375271
262,Martinpellontie,673,53300,61.025672,28.374274
263,Martinpellontie,673,53300,61.025068,28.374452
264,Martinpellontie,673,53300,61.025227,28.373885
265,Lokkaantie,45,53300,61.024315,28.382303
266,Lokkaantie,45,53300,61.024143,28.382425
267,Martinpellontie,628,53300,61.021555,28.362327
268,Martinpellontie,628,53300,61.021412,28.36221
269,Martinpellontie,628,53300,61.021428,28.362433
270,Martinpellontie,628,53300,61.02166,28.362517
271,Martinpellontie,628,53300,61.021104,28.362438
272,Nuijamaantie,686,53300,61.027228,28.388926
273,Nuijamaantie,686,53300,61.027275,28.389594
274,Ojalantie,103,54260,61.026819,28.226266
275,Karkkolantie,242,54260,61.013353,28.267813
276,Karkkolantie,242,54260,61.013065,28.267894
277,Karkkolantie,162,54260,61.014227,28.257895
278,Karkkolantie,162,54260,61.014366,28.2584
279,Karkkolantie,151,54260,61.012502,28.257069
280,Karkkolantie,151,54260,61.012766,28.257597
281,Karkkolantie,151,54260,61.012309,28.258504
282,Karkkolantie,178,54260,61.014482,28.261365
283,Karkkolantie,178,54260,61.014302,28.261376
284,Karkkolantie,176,54260,61.014978,28.261107
285,Karkkolantie,176,54260,61.01478,28.261136
286,Karkkolantie,210,54260,61.012427,28.265057
287,Karkkolantie,196,54260,61.013391,28.263708
288,Karkkolantie,196,54260,61.014071,28.262033
289,Karkkolantie,210,54260,61.012343,28.265405
290,Vanha Viipurintie,593,54260,61.011047,28.280966
291,Rapattilantie,6,54260,60.975813,28.338196
292,Rapattilantie,6,54260,60.976189,28.337491
293,Rapattilantie,6,54260,60.976103,28.337968
294,Rapattilantie,6,54260,60.975982,28.338443
295,Rapattilantie,6,54260,60.975871,28.338698
296,Rapattilantie,10,54260,60.976555,28.341276
297,Rapattilantie,10,54260,60.97683,28.34162
298,Rapattilantie,10,54260,60.976633,28.341575
299,Vainikkalantie,107,54260,60.969121,28.32393
300,Vainikkalantie,107,54260,60.969144,28.323451
301,Vainikkalantie,110,54260,60.968288,28.323692
302,Vainikkalantie,110,54260,60.968185,28.32415
303,Vainikkalantie,121,54260,60.969214,28.321828
304,Vainikkalantie,121,54260,60.969053,28.321747
305,Vainikkalantie,61,54260,60.972681,28.328088
306,Vainikkalantie,106,54260,60.969223,28.325449
307,Honkalantie,34,54260,60.970868,28.332501
308,Honkalantie,34,54260,60.971133,28.332993
309,Vainikkalantie,61,54260,60.972846,28.327725
310,Honkalantie,24,54260,60.971325,28.334423
311,Vainikkalantie,8,54260,60.975201,28.337468
312,Vainikkalantie,8,54260,60.97499,28.337016
313,Vainikkalantie,8,54260,60.975206,28.336933
314,Vainikkalantie,58,54260,60.971777,28.329565
315,Vainikkalantie,58,54260,60.97162,28.330057
316,Latutie,14,54260,60.982568,28.32521
317,Vainikkalantie,11,54260,60.974951,28.335573
318,Vainikkalantie,72,54260,60.970444,28.330045
319,Vainikkalantie,72,54260,60.970574,28.329607
320,Vainikkalantie,72,54260,60.970725,28.3288
321,Vainikkalantie,90,54260,60.970065,28.327443
322,Vainikkalantie,90,54260,60.969999,28.326886
323,Honkalantie,11,54260,60.972477,28.332384
324,Latutie,34,54260,60.981445,28.325311
325,Latutie,34,54260,60.981626,28.325208
326,Rapattilantie,36,54260,60.975121,28.342805
327,Rapattilantie,36,53100,60.975171,28.343213
328,Latutie,9,54260,60.98326,28.324315
329,Latutie,9,54260,60.98343,28.324322
330,Latutie,15,54260,60.982776,28.324184
331,Latutie,15,54260,60.982604,28.324362
332,Latutie,35,54260,60.980923,28.324495
333,Latutie,35,54260,60.98078,28.324415
334,Latutie,35,54260,60.980759,28.324765
335,Latutie,43,54260,60.980462,28.32479
336,Latutie,43,54260,60.980355,28.324749
337,Latutie,53,54260,60.979805,28.325003
338,Latutie,53,54260,60.97974,28.325167
339,Kankaansyrjä,20,54260,60.980997,28.320636
340,Kankaansyrjä,20,54260,60.980929,28.321132
341,Kankaansyrjä,20,54260,60.981108,28.320326
342,Kankaansyrjä,26,54260,60.981532,28.32014
343,Kankaansyrjä,26,54260,60.98166,28.319905
344,Kankaansyrjä,32,54260,60.98199,28.319143
345,Sunilantie,72,54260,60.981047,28.289516
346,Sunilantie,72,54260,60.980965,28.290603
347,Sunilantie,51,54260,60.980792,28.286161
348,Vainikkalantie,88,54260,60.970289,28.326621
349,Vainikkalantie,89,54260,60.969789,28.32357
350,Vainikkalantie,88,54260,60.97057,28.326337
351,Vainikkalantie,88,54260,60.970495,28.326703
352,Vainikkalantie,89,54260,60.970413,28.322173
353,Kauskilantie,16,54310,60.986424,28.162235
354,Kauskilantie,20,54310,60.985878,28.161993
355,Koivurannantie,23,54310,60.975458,28.164606
356,Koivurannantie,23,54310,60.975258,28.164987
357,Koivurannantie,23,54310,60.975507,28.164146
358,Koivurannantie,3,54310,60.974921,28.164457
359,Koivurannantie,3,54310,60.975245,28.163287
360,Koivurannantie,3,54310,60.974868,28.163273
361,Hytintie,3,54310,60.97507,28.160675
362,Hytintie,40,54310,60.972208,28.169827
363,Hytintie,40,54310,60.972323,28.169979
364,Hytintie,40,54310,60.972016,28.170245
365,Alakuja,28,54310,60.981646,28.155038
366,Alakuja,28,54310,60.981749,28.154561
367,Alakuja,28,54310,60.981941,28.154162
368,Alakuja,28,54310,60.981863,28.154954
369,Alakuja,28,54310,60.981545,28.154295
370,Alakuja,74,54310,60.979584,28.147387
371,Alakuja,74,54310,60.979564,28.146499
372,Kauskilantie,52,54310,60.983241,28.161731
373,Kauskilantie,52,54310,60.983025,28.161815
374,Laakalahdentie,53,54310,60.97846,28.174639
375,Laakalahdentie,53,54310,60.978724,28.174187
376,Koivurannantie,25,54310,60.975443,28.165345
377,Kangasmuukontie,6,54310,60.983451,28.164455
378,Kangasmuukontie,6,54310,60.983597,28.164146
379,Vaalimaantie,570,53650,60.999795,28.172505
380,Kauskilantie,48,54310,60.983743,28.161823
381,Kauskilantie,48,54310,60.983528,28.161778
382,Kauskilantie,58,54310,60.982852,28.160996
383,Kauskilantie,58,54310,60.983014,28.161002
384,Alakuja,50,54310,60.981855,28.151645
385,Kauskilantie,84,54310,60.980747,28.160475
386,Kauskilantie,84,54310,60.980866,28.160147
387,Kauskilantie,84,54310,60.980884,28.160185
388,Kauskilantie,139,54310,60.975823,28.159779
389,Kauskilantie,139,54310,60.975597,28.159974
390,Alakuja,50,54310,60.981498,28.151337
391,Alakuja,50,54310,60.981549,28.150692
392,Alakuja,54,54310,60.980855,28.150962
393,Alakuja,54,54310,60.980839,28.150703
394,Luharannantie,112,54310,60.975784,28.145439
395,Luharannantie,112,54310,60.976109,28.146319
396,Luharannantie,112,54310,60.975543,28.146299
397,Alakuja,56,54310,60.980352,28.150999
398,Alakuja,56,54310,60.980056,28.15097
399,Alakuja,58,54310,60.979741,28.150996
400,Alakuja,72,54310,60.979368,28.148488
401,Alakuja,72,54310,60.979145,28.148276
402,Alakuja,64,54310,60.981175,28.1492
403,Alakuja,64,54310,60.980958,28.149377
404,Kauskilantie,135,54310,60.976123,28.159346
405,Kauskilantie,135,54310,60.976239,28.159443
406,Kauskilantie,94,54310,60.979843,28.160147
407,Kauskilantie,94,54310,60.980012,28.160245
408,Kauskilantie,108,54310,60.978452,28.160041
409,Hytintie,38,54310,60.975326,28.174653
410,Hytintie,38,54310,60.975489,28.174585
411,Alakuja,46,54310,60.981355,28.152403
412,Alakuja,42,54310,60.9818,28.152808
413,Alakuja,42,54310,60.981914,28.153107
414,Alakuja,42,54310,60.981616,28.1533
415,Alakuja,42,54310,60.981705,28.153432
416,Kauskilantie,78,54310,60.981193,28.160806
417,Kangasmuukontie,32,54310,60.984166,28.168972
418,Laakalahdentie,17,54310,60.982592,28.170301
419,Laakalahdentie,17,54310,60.98268,28.170507
420,Laakalahdentie,52,54310,60.979247,28.169864
421,Laakalahdentie,52,54310,60.979472,28.169816
422,Laakalahdentie,51,54310,60.979344,28.174173
423,Laakalahdentie,51,54310,60.979497,28.174105
424,Laakalahdentie,51,54310,60.979502,28.17355
425,Kauskilantie,74,54310,60.981554,28.160542
426,Hurjansaarentie,78,54310,60.973167,28.17304
427,Hurjansaarentie,78,54310,60.973009,28.172683
428,Laakalahdentie,21,54310,60.98196,28.170758
429,Koivurannantie,63,54310,60.978342,28.168648
430,Koivurannantie,63,54310,60.978478,28.168486
431,Koivurannantie,57,54310,60.977734,28.168348
432,Koivurannantie,57,54310,60.977785,28.168683
433,Koivurannantie,47,54310,60.977213,28.167257
434,Koivurannantie,47,54310,60.977502,28.167083
435,Koivurannantie,47,54310,60.977364,28.167466
436,Kangasmuukontie,8,54310,60.984364,28.164784
437,Kangasmuukontie,8,54310,60.983862,28.165764
438,Kangasmuukontie,8,54310,60.983634,28.166088
439,Kangasmuukontie,8,54310,60.984529,28.164347
440,Laakalahdentie,26,54310,60.981765,28.172451
441,Laakalahdentie,26,54310,60.981949,28.171977
442,Kangasmuukontie,3,54310,60.982941,28.164289
443,Kangasmuukontie,3,54310,60.982549,28.163849
444,Kangasmuukontie,29,54310,60.980176,28.169399
445,Kangasmuukontie,28,54310,60.984129,28.168102
446,Alakuja,105,54310,60.979387,28.144109
447,Alakuja,105,54310,60.979008,28.14428
448,Alakuja,105,54310,60.979237,28.143752
449,Kauskilantie,9,54310,60.987387,28.16203
450,Hytintie,36,54310,60.975863,28.175874
451,Hytintie,36,54310,60.975525,28.175603
452,Kangasmuukontie,73,54310,60.985068,28.175696
453,Kangasmuukontie,73,54310,60.985252,28.175278
454,Kangasmuukontie,73,54310,60.985193,28.175867
455,Kangasmuukontie,73,54310,60.985879,28.175412
456,Laakalahdentie,39,54310,60.980802,28.170715
457,Laakalahdentie,39,54310,60.980967,28.171313
458,Kangasmuukontie,42,54310,60.98443,28.170646
459,Hytintie,16,54310,60.974134,28.163098
460,Hytintie,16,54310,60.974358,28.163106
461,Kangasmuukontie,89,54310,60.986879,28.177039
462,Kangasmuukontie,89,54310,60.986998,28.176821
463,Kangasmuukontie,89,54310,60.987108,28.177638
464,Kangasmuukontie,102,54310,60.987434,28.176283
465,Kangasmuukontie,102,54310,60.987314,28.176574
466,Kangasmuukontie,102,54310,60.987328,28.177074
467,Koivurannantie,31,54310,60.976383,28.16464
468,Koivurannantie,31,54310,60.976194,28.164652
469,Kangasmuukontie,82,54310,60.986189,28.173871
470,Kangasmuukontie,82,54310,60.986317,28.174541
471,Kangasmuukontie,27,54310,60.982394,28.168316
472,Kauskilantie,47,54310,60.984477,28.157876
473,Kauskilantie,69,54310,60.982075,28.159526
474,Kauskilantie,44,54310,60.984337,28.161678
475,Kauskilantie,45,54310,60.983652,28.156737
476,Kauskilantie,45,54310,60.983902,28.156894
477,Kauskilantie,43,54310,60.984171,28.160101
478,Kauskilantie,49,54310,60.98455,28.155716
479,Kauskilantie,51,54310,60.985572,28.156936
480,Kauskilantie,39,54310,60.98464,28.160895
481,Kauskilantie,38,54310,60.984989,28.16209
482,Kauskilantie,38,54310,60.984931,28.162532
483,Kauskilantie,38,54310,60.985076,28.162408
484,Luharannantie,37,54310,60.971922,28.150843
485,Hytintie,7,54310,60.974738,28.1607
486,Luharannantie,46,54310,60.97097,28.149884
487,Luharannantie,46,54310,60.971278,28.149489
488,Luharannantie,46,54310,60.971183,28.150077
489,Luharannantie,46,54310,60.971027,28.14948
490,Luharannantie,46,54310,60.971156,28.149023
491,Luharannantie,46,54310,60.971086,28.147856
492,Luharannantie,46,54310,60.97124,28.147659
493,Luharannantie,46,54310,60.971485,28.147354
494,Hytintie,44,54310,60.97197,28.165144
495,Hytintie,44,54310,60.97204,28.165294
496,Luharannantie,15,54310,60.972143,28.155451
497,Luharannantie,15,54310,60.972357,28.155643
498,Hytintie,88,54310,60.968824,28.161371
499,Hytintie,88,54310,60.968898,28.161078
500,Hytintie,88,54310,60.96915,28.161032
501,Hytintie,92,54310,60.968427,28.160599
502,Hytintie,92,54310,60.968606,28.160643
503,Hytintie,92,54310,60.968512,28.161138
504,Hytintie,76,54310,60.969395,28.164939
505,Hytin aseman tie,7,54310,60.968343,28.157733
506,Hytin aseman tie,11,54310,60.968554,28.15835
507,Luharannantie,27,54310,60.972162,28.153253
508,Luharannantie,27,54310,60.972058,28.152806
509,Luharannantie,27,54310,60.972215,28.154363
510,Luharannantie,58,54310,60.971769,28.147752
511,Luharannantie,64,54310,60.97252,28.147058
512,Hytintie,93,54310,60.968426,28.159565
513,Hytintie,93,54310,60.968713,28.159649
514,Hytintie,22,54310,60.973585,28.163244
515,Hytintie,23,54310,60.973306,28.162255
516,Hytintie,23,54310,60.973267,28.162568
517,Hytintie,27,54310,60.973058,28.162856
518,Hytintie,27,54310,60.97293,28.163184
519,Hytintie,33,54310,60.972712,28.163434
520,Hytintie,33,54310,60.972665,28.16371
521,Hytintie,49,54310,60.971769,28.163455
522,Hytintie,49,54310,60.971655,28.1631
523,Hytintie,55,54310,60.971405,28.163017
524,Hytintie,55,54310,60.971163,28.162934
525,Hytintie,61,54310,60.970826,28.162479
526,Hytintie,61,54310,60.971033,28.162357
527,Hytintie,67,54310,60.970498,28.162005
528,Hytintie,67,54310,60.970725,28.161662
529,Hytin aseman tie,42,54310,60.970003,28.161008
530,Hytin aseman tie,42,54310,60.969962,28.160618
531,Hytin aseman tie,42,54310,60.970105,28.160697
532,Hytin aseman tie,38,54310,60.970207,28.160295
533,Hytintie,42,54310,60.972821,28.165378
534,Suo-Kiialan tie,199,54260,60.981623,28.213916
535,Suo-Kiialan tie,199,54260,60.981842,28.214534
536,Suo-Kiialan tie,221,54260,60.982013,28.210494
537,Suo-Kiialan tie,221,54260,60.982174,28.210592
538,Hanhijärventie,667,54260,60.988248,28.229918
539,Hanhijärventie,669,54260,60.987904,28.228241
540,Hanhijärventie,669,54260,60.987907,28.227908
541,Suo-Kiialan tie,240,54260,60.980662,28.206931
542,Suo-Kiialan tie,240,54260,60.981089,28.207335
543,Hanhijärventie,838,54260,60.982207,28.249274
544,Hanhijärventie,838,54260,60.982551,28.249953
545,Suo-Kiialan tie,250,54260,60.981788,28.205477
546,Suo-Kiialan tie,250,54260,60.981917,28.206129
547,Suo-Kiialan tie,250,54260,60.981967,28.205576
548,Hanhijärventie,881,54260,60.977703,28.238121
549,Hanhijärventie,881,54260,60.977802,28.238125
550,Salmannontie,92,54300,60.992012,28.061652
551,Salmannontie,92,54300,60.992097,28.062283
552,Salmannontie,92,54300,60.992573,28.060007
553,Salmannontie,92,54300,60.992235,28.061918
554,Salmannontie,89,54300,60.990721,28.065934
555,Salmannontie,89,54300,60.990476,28.06637
556,Salmannontie,30,54300,60.986377,28.06468
557,Salmannontie,30,54300,60.98661,28.064725
558,Salmannontie,30,54300,60.986649,28.064356
